Tanggal;year;month;day;T '07.00;T '13.00;T '18.00;TRata2;TMax;TMin;Curah Hujan (mm);SS (%);Cuaca;Tekanan Udara (mb);RH07.00;RH13.00;RH18.00;RHRata2;Kec Rata2;Arah Terbanyak;Kec,Max;Arah
15/02/2015;2015;2;15;19,6;25;22,8;21,75;26,4;17,6;2;25; RA  ;915,725;90,47368387;61,19653736;91,23795895;83,34546601;5,5;CALM;5;130
16/02/2015;2015;2;16;19,8;23,6;22;21,3;26,8;16,4;2;27,5; RA  ;914,989375;96,17082455;77,67286517;95,49032315;91,37620935;6,5625;CALM;5;210
17/02/2015;2015;2;17;24;23,4;20,8;23,05;26,8;16,6;29;16,25;TS   ;914,59375;60,329245;89,72642202;94,42752755;76,20310989;1,125;CALM;4;90
18/02/2015;2015;2;18;20,4;24,2;21;21,5;25,2;18,3;7,3;23,75;TS RA  ;914,23125;88,85265066;91,40806772;94,4567626;90,89253291;1,6875;CALM;4;90
19/02/2015;2015;2;19;19,8;23,2;21,2;21;26;17,4;9,4;6,25;TS RA FG;915,45;98,07875101;81,45301826;94,48565941;93,02404492;13,5;CALM;4;270
20/02/2015;2015;2;20;21,2;24,6;21,4;22,1;26;17,7;1;37,5;TS RA  ;916,05625;90,8735929;85,04312374;90,92099633;89,42782647;6,6875;CALM;5;90
21/02/2015;2015;2;21;20,4;26;22,6;22,35;27,6;17;-;52,5;TS   ;915,1875;88,85265066;83,89673693;92,93034483;88,63309577;4,5;CALM;6;90
22/02/2015;2015;2;22;19,8;24,8;23,8;22,05;27,6;17,2;-;38,75;   ;914,61875;92,39445203;76,48832784;83,20046603;86,11942448;1,96875;CALM;5;90
23/02/2015;2015;2;23;21,4;25,6;22,4;22,7;27,6;17,5;13,3;20; RA  ;915,1875;92,71129115;77,10835778;85,98881113;87,1299378;3,75;CALM;4;90
24/02/2015;2015;2;24;20,5;25,8;20,6;21,85;27;18,2;1,6;25;TS RA  ;915,38125;92,5367355;79,19378953;94,3979492;89,66630243;5,23125;CALM;6;270
