Tanggal;year;month;day;T '07.00;T '13.00;T '18.00;TRata2;TMax;TMin;Curah Hujan (mm);SS (%);Cuaca;Tekanan Udara (mb);RH07.00;RH13.00;RH18.00;RHRata2;Kec Rata2;Arah Terbanyak;Kec,Max;Arah;
03/08/2015;2015;8;3;26;29,2;27;27,1;30,4;25,4;-;0;;1014,9;76;67;75;74;8;135;16;100;
04/08/2015;2015;8;4;26;28,6;26,8;26,9;28,8;23,4;-;0;;1013,4;76;64;69;72;7;90;14;110;
05/08/2015;2015;8;5;24,8;29,8;27,2;26,7;30,4;24,8;-;0;;1013,1;79;63;74;74;9;90;19;110;
06/08/2015;2015;8;6;26,8;29,6;27,4;27,7;30,2;25,2;-;0;;1011,5;78;70;77;76;8;90;17;120;
07/08/2015;2015;8;7;26;30,2;27,6;27,5;30,8;24,6;8,8;0;;1012,5;81;63;73;74;10;90;19;100;
08/08/2015;2015;8;8;25,4;29,6;27;26,9;30,2;25,4;-;0;;1012;88;71;77;81;11;90;20;100;
09/08/2015;2015;8;9;26,2;28,9;27;27,1;29,2;26;TTU;0;;1010,8;84;71;81;80;11;90;20;100;
10/08/2015;2015;8;10;27,2;30,2;27,4;28;30,6;26;-;0;;1012,2;78;65;78;75;11;135;21;130;
11/08/2015;2015;8;11;26,8;30,2;27,6;27,9;30,2;25,6;TTU;0;;1013,3;84;67;80;79;11;135;20;120;
12/08/2015;2015;8;12;26,6;30,6;27,6;27,9;30,8;24,4;TTU;0;;1012,7;86;68;78;80;5;135;11;130;
13/08/2015;2015;8;13;26;31;27,6;27,7;31,2;24,6;-;0;;1013,8;84;62;78;77;9;135;15;100;
14/08/2015;2015;8;14;27;30,6;27,6;28,1;31,2;25,8;-;0;;1013,1;81;68;77;77;11;90;20;110;
15/08/2015;2015;8;15;27;29,8;26,8;27,7;30;25,6;-;0;;1014,5;80;68;80;77;12;90;22;90;
16/08/2015;2015;8;16;26,8;29,4;27;27,5;30,4;25,6;-;0;;1015;75;65;80;74;8;90;17;110;
17/08/2015;2015;8;17;26,4;29,2;27,1;27,3;30,6;24;-;0;;1014,9;75;71;75;74;8;90;20;120;
18/08/2015;2015;8;18;25,8;29,4;27;27;30;24,2;-;0;;1014,6;78;65;74;74;7;90;12;160;
19/08/2015;2015;8;19;25,6;27,8;26,8;26,5;30;23;-;0;;1013,8;82;70;69;76;8;135;15;120;
20/08/2015;2015;8;20;25;28,8;27,2;26,5;29,4;22,4;-;0;;1014,3;70;66;77;70;8;135;12;150;
21/08/2015;2015;8;21;23,4;29,2;27;25,8;29,4;23,2;-;0;;1014,1;88;62;72;78;6;135;15;180;
22/08/2015;2015;8;22;24;28,6;26,6;25,8;29,6;24;-;0;;1014,5;86;69;77;80;9;135;17;150;
23/08/2015;2015;8;23;25,8;30,2;27,1;27,2;30,6;24,8;-;0;;1014,2;75;62;71;71;8;135;17;120;
24/08/2015;2015;8;24;26,2;31;27,4;27,7;31,2;24,2;-;0;;1014,5;78;56;79;73;5;135;12;100;
25/08/2015;2015;8;25;24,8;30,4;27,6;26,9;30,8;24,6;-;0;;1014,2;87;64;78;79;5;90;10;110;
26/08/2015;2015;8;26;26,8;29,4;27,6;27,7;30,8;25,4;-;0;;1014,1;77;73;76;75;8;135;15;110;
27/08/2015;2015;8;27;26,8;30,4;28,2;28,1;31;25,4;-;0;;1013,3;77;65;74;73;8;135;15;170;
28/08/2015;2015;8;28;27,2;31,8;28;28,6;31,8;25,6;-;0;;1013,8;75;60;77;72;8;135;16;110;
29/08/2015;2015;8;29;27;31;28,4;28,4;31,2;26;-;0;;1013,6;73;66;79;72;10;135;18;110;
30/08/2015;2015;8;30;26;30,4;27,5;27,5;31;25;-;0;;1014,2;81;63;76;75;10;135;20;100;
31/08/2015;2015;8;31;26,6;29,6;27,6;27,6;31,2;25,6;-;0;;1014,9;72;65;71;70;9;135;19;120;
01/09/2015;2015;9;1;26,6;30,8;28;28;31,2;24,4;-;0;;1013,5;74;55;74;69;10;135;20;120;
02/09/2015;2015;9;2;27;30,6;27,6;28,1;31,2;25,2;-;0;;1014;73;56;77;69;10;135;19;100;
03/09/2015;2015;9;3;26,6;30;27,8;27,8;31;24,6;-;0;;1014,6;74;65;75;72;10;135;20;90;
04/09/2015;2015;9;4;26,6;30,4;27,6;27,8;30,8;24,8;-;0;;1015,3;75;60;71;71;9;135;20;120;
05/09/2015;2015;9;5;26,8;30;27,4;27,8;30,8;24;-;0;;1015,9;78;65;76;74;8;135;20;170;
06/09/2015;2015;9;6;25;31;27,8;27,2;31,4;24,6;-;0;;1015,4;85;53;67;73;8;135;17;120;
07/09/2015;2015;9;7;27;30,6;27,8;28,1;31,5;24,4;-;0;;1015,2;68;79;69;71;9;90;21;100;
08/09/2015;2015;9;8;27;31,2;27,8;28,3;31,2;24,6;-;0;;1014;71;51;61;63;9;90;22;130;
09/09/2015;2015;9;9;27;31;27,4;28,1;31,6;26;-;0;;1014,7;71;55;73;67;11;90;17;160;
10/09/2015;2015;9;10;27;30,4;27,8;28,1;31,4;26;-;0;;1015,9;77;60;70;71;11;135;23;110;
11/09/2015;2015;9;11;27,2;30,8;27,8;28,3;31,4;26;-;0;;1014,4;76;58;70;70;9;135;20;120;
12/09/2015;2015;9;12;27,4;30,6;27,4;28,2;31,8;25,4;2;0;;1014,3;76;63;78;74;9;90;19;140;
13/09/2015;2015;9;13;25,4;30,4;27,2;27,1;31;24,2;-;0;;1014,8;85;56;70;74;10;90;21;100;
14/09/2015;2015;9;14;26;30;27,2;27,3;30,6;25;-;0;;1014,6;68;57;70;65;8;135;17;100;
15/09/2015;2015;9;15;26,4;30,2;27,4;27,6;30,2;24,6;-;0;;1013,6;69;63;71;68;8;90;16;120;
16/09/2015;2015;9;16;27;30,2;27,8;28;31;25,8;-;0;;1013,1;74;63;69;70;10;135;19;120;
17/09/2015;2015;9;17;27,4;31,2;27,8;28,5;31,6;25,4;-;0;;1013,3;79;61;77;74;8;135;15;90;
18/09/2015;2015;9;18;27,2;30,8;27,6;28,2;31,6;25,6;-;0;;1014,1;80;71;77;77;8;135;19;120;
19/09/2015;2015;9;19;27,6;30,6;28,2;28,5;31,2;25;-;0;;1013,9;76;69;77;75;8;135;18;140;
20/09/2015;2015;9;20;27,4;30,8;28,2;28,5;32,4;23,8;-;0;;1012,7;74;65;72;71;7;90;17;160;
21/09/2015;2015;9;21;25,4;30,8;28,2;27,5;31,8;25,4;-;0;;1012,7;82;62;66;73;6;135;20;170;
22/09/2015;2015;9;22;27,2;31,6;27,9;28,5;32;25;-;0;;1012,9;73;54;72;68;8;90;20;90;
23/09/2015;2015;9;23;27,4;31,2;27,8;28,5;31,8;26;-;0;;1013,8;77;62;74;73;9;135;12;140;
24/09/2015;2015;9;24;27,4;30,2;27,6;28,2;31,6;24,8;-;0;;1013,6;73;65;69;70;8;135;14;150;
25/09/2015;2015;9;25;26,8;31,8;28,2;28,4;32,2;25,4;-;0;;1013,2;72;51;65;65;8;135;18;120;
26/09/2015;2015;9;26;27,4;31,6;27,8;28,6;31,8;26;-;0;;1013,3;71;56;70;67;10;135;20;120;
27/09/2015;2015;9;27;27,2;30,2;27,5;28;31,4;25,8;-;0;;1012,2;74;66;77;73;9;135;17;150;
28/09/2015;2015;9;28;27;30,6;26,8;27,9;32;25,8;-;0;;1012;80;63;72;74;10;135;20;100;
29/09/2015;2015;9;29;27,4;31,4;27,8;28,5;31,4;26;-;0;;1012,6;77;65;73;73;10;135;19;150;
30/09/2015;2015;9;30;27,6;31;28,2;28,6;31,6;26,2;-;0;;1014;80;62;80;76;9;135;13;120;
01/10/2015;2015;10;1;27,8;31,2;27,8;28,7;31,8;26,6;-;0;;1015,3;77;67;80;75;11;TGR;21;100;
02/10/2015;2015;10;2;27,6;31;27,8;28,5;31,2;26;-;0;;1015,9;80;65;80;76;14;TGR;22;110;
03/10/2015;2015;10;3;27,4;31,6;27,8;28,6;31,8;26,2;-;0;;1016,1;79;63;79;75;12;T;25;100;
04/10/2015;2015;10;4;27,4;31,6;28;28,6;31,8;25,8;-;0;;1016;76;57;77;71;9;TGR;20;100;
05/10/2015;2015;10;5;27,1;31,2;27,8;28,3;31,2;25,2;-;0;;1015;81;62;77;76;8;TGR;17;140;
06/10/2015;2015;10;6;27,4;32,4;29;29,1;32,8;24,8;-;0;;1014,2;74;57;80;72;5;T;15;120;
07/10/2015;2015;10;7;27,4;32,4;28,4;28,9;32,4;25;-;0;;1014,1;79;62;79;74;7;T;15;170;
08/10/2015;2015;10;8;27;31,8;28;28,5;32;25,2;-;0;;1014,6;84;58;74;75;7;T;17;170;
09/10/2015;2015;10;9;27,6;31,2;28;28,6;31,8;25,8;-;0;;1015;74;65;79;73;10;TGR;19;120;
10/10/2015;2015;10;10;27,8;31,6;28,2;28,9;32,1;26;-;0;;1014,4;77;61;77;73;9;TGR;22;100;
11/10/2015;2015;10;11;27,6;31;28;28,6;31,8;26;-;0;;1014,8;82;66;80;77;7;TGR;16;120;
12/10/2015;2015;10;12;27,6;31,6;28,2;28,8;32;25,2;-;0;;1015,2;80;61;79;75;6;TGR;20;90;
13/10/2015;2015;10;13;28;31,8;28,2;29;32,2;25,4;-;0;;1014,7;82;70;78;78;6;T;15;100;
14/10/2015;2015;10;14;28,2;32;28,6;29,3;32,2;24,8;-;0;;1014,2;76;63;73;72;8;T;17;180;
15/10/2015;2015;10;15;27,6;32;28;28,8;32,4;23;-;0;;1012,9;74;50;74;68;8;TGR;21;110;
16/10/2015;2015;10;16;25,2;31,8;28,4;27,7;33;24;-;0;;1012,7;84;63;69;75;7;T;17;100;
17/10/2015;2015;10;17;26,2;33;29;28,6;33;26,2;-;0;;1013,5;87;51;71;74;8;TGR;18;100;
18/10/2015;2015;10;18;28,4;32,4;29,2;29,6;33,6;26,8;-;0;;1014,4;73;54;72;68;8;T;18;80;
19/10/2015;2015;10;19;28,8;33,2;29,2;30;33,8;26,8;-;0;;1013,8;75;50;78;70;8;TGR;18;90;
20/10/2015;2015;10;20;28,7;32;28,8;29,6;32,4;26,8;-;0;;1013,2;75;67;82;75;11;T;20;100;
21/10/2015;2015;10;21;28,4;32,4;28,6;29,5;33;26;-;0;;1013;73;55;75;69;11;TGR;22;110;
22/10/2015;2015;10;22;27,6;31,8;28,6;28,9;32,6;26;-;0;;1012,8;79;55;76;72;9;TGR;20;110;
23/10/2015;2015;10;23;28;31,8;28,6;29,1;32;25,2;-;0;;1013,3;77;58;67;70;8;TGR;18;120;
24/10/2015;2015;10;24;28,4;31,6;29,2;29,4;32,4;25;-;0;;1013;73;64;71;70;8;T;15;90;
25/10/2015;2015;10;25;28;31,4;29;29,1;32,2;24,8;-;0;;1013,5;80;66;80;77;8;TGR;17;110;
26/10/2015;2015;10;26;28,4;32,8;29;29,7;32,8;26,6;-;0;;1012,5;73;61;81;72;9;TGR;16;110;
27/10/2015;2015;10;27;27,8;31,8;29,4;29,2;32,9;26,8;-;0;;1012,2;79;70;75;76;10;TGR;20;90;
28/10/2015;2015;10;28;28,8;31,8;28,8;29,6;32,4;26,4;-;0;;1012,4;76;69;83;76;8;TGR;17;110;
29/10/2015;2015;10;29;28,4;32;28,8;29,4;32;26,4;-;0;;1013,1;78;64;79;75;8;T;19;130;
30/10/2015;2015;10;30;29;32,4;29,4;30;33;27,2;-;0;;1012;77;67;78;74;7;TGR;15;160;
31/10/2015;2015;10;31;28,8;32,8;29,4;30;33;26,6;-;0;;1012,3;74;55;71;68;7;T;17;100;
01/11/2015;2015;11;1;29;33,8;29,8;30,4;34,6;26,2;-;0;;1012,2;78;53;77;71;6;90;14;110;
02/11/2015;2015;11;2;28,4;32,5;29,6;29,7;33,4;25,6;-;0;;1012,3;79;65;71;74;6;90;16;100;
03/11/2015;2015;11;3;28,2;33,2;30;29,9;34,2;26,6;-;0;;1012;80;60;75;74;6;90;14;120;
04/11/2015;2015;11;4;29,4;32;29,6;30,1;32,8;26,4;-;0;;1011,2;74;67;78;73;7;90;14;90;
05/11/2015;2015;11;5;28,8;32;29,6;29,8;32,4;27,4;-;0;;1011,5;75;65;78;73;7;135;16;170;
06/11/2015;2015;11;6;29;32,8;29,6;30,1;33,2;27,8;-;0;;1011,1;79;68;79;77;8;135;17;120;
07/11/2015;2015;11;7;29,8;32,8;29,6;30,5;33,8;26,2;-;0;;1012,5;72;63;80;72;6;90;16;90;
08/11/2015;2015;11;8;28,6;32,6;30;30;33,6;26,2;-;0;;1012,5;81;64;71;74;5;0;17;80;
09/11/2015;2015;11;9;29;31,4;30,2;29,9;33,2;27,4;-;0;;1012;81;67;74;76;5;90;14;130;
10/11/2015;2015;11;10;29,8;33,2;29,8;30,7;33,2;27,4;-;0;;1010,6;76;60;78;72;5;135;13;160;
11/11/2015;2015;11;11;30;32;29,8;30,5;32,8;27,2;-;0;;1011;73;69;79;74;7;135;13;170;
12/11/2015;2015;11;12;29,4;32,8;29,8;30,4;33,2;27,4;-;0;;1012,1;78;67;80;76;7;135;20;110;
13/11/2015;2015;11;13;29,8;32,2;30;30,5;33,8;27;-;0;;1012,1;79;70;74;76;7;90;17;120;
14/11/2015;2015;11;14;29,4;33,8;31;30,9;34,4;26,6;-;0;;1011,5;81;56;69;72;5;0;15;100;
15/11/2015;2015;11;15;29,6;33;30,2;30,6;34;27,5;-;0;;1010,8;77;59;76;72;6;135;12;160;
16/11/2015;2015;11;16;30,4;32,8;30,2;31;33,4;27,2;-;0;;1010,3;76;57;77;71;4;90;10;170;
17/11/2015;2015;11;17;30,2;33,4;30,6;31,1;33,8;27,2;-;0;;1010,7;73;57;69;68;5;180;12;180;
18/11/2015;2015;11;18;29,4;32,8;30,8;30,6;34,2;27,2;-;0;;1011,4;78;65;76;74;5;90;15;180;
19/11/2015;2015;11;19;29,7;32,8;31;30,8;33,4;29;-;0;;1011,6;80;68;72;75;7;135;14;190;
20/11/2015;2015;11;20;30,2;33,2;30,7;31,1;34,2;28;-;0;;1010,1;73;63;73;70;8;90;16;100;
21/11/2015;2015;11;21;30,2;33,8;30,6;31,2;34,5;28,4;-;0;;1010,2;74;60;69;69;7;135;12;150;
22/11/2015;2015;11;22;30,4;33,6;30,2;31,2;34;27,2;-;0;;1009,8;71;63;74;70;8;90;19;120;
23/11/2015;2015;11;23;30,2;34;31,2;31,4;34,6;26,6;-;0;;1009,7;76;59;74;71;5;0;10;170;
24/11/2015;2015;11;24;29,8;33;30,8;30,9;34,4;27,4;-;0;;1009,7;78;64;77;74;3;0;9;180;
25/11/2015;2015;11;25;29;32,4;29,8;30,1;32,8;26,4;-;0;;1010;84;69;75;78;3;315;15;150;
26/11/2015;2015;11;26;28,8;31,6;30,3;29,9;32,6;26,8;0,8;0;;1010,1;81;73;77;78;2;0;9;300;
27/11/2015;2015;11;27;28,6;33,6;30,6;30,4;34,4;28,2;-;0;;1010,8;88;62;77;79;4;90;12;120;
28/11/2015;2015;11;28;30,6;31,6;30,2;30,8;31,8;27,6;10,2;0;;1011,6;76;74;78;76;4;90;8;130;
29/11/2015;2015;11;29;30;33,6;31,2;31,2;34,4;27;-;0;;1012,3;78;66;78;75;5;0;12;140;
30/11/2015;2015;11;30;29,4;34,2;31,2;31,1;35,4;27,6;-;0;;1011,8;82;66;77;77;3;0;9;180;
01/12/2015;2015;12;1;30;35;31,2;31,6;35,4;27;-;0;;1010;80;58;77;74;3;0;9;160;
02/12/2015;2015;12;2;29,4;31,4;31,2;30,4;34,4;26,4;TTU;0;;1011,5;84;57;75;75;4;0;20;160;
03/12/2015;2015;12;3;29;32;30;30;32,6;26,6;-;0;;1012,7;82;68;78;78;2;0;7;330;
04/12/2015;2015;12;4;28,6;33,4;30,7;30,3;34,8;25,8;11,1;0;;1011,1;86;63;78;79;5;315;15;50;
05/12/2015;2015;12;5;27,6;31,6;30,4;29,3;33,2;26,4;1,2;0;;1011;89;71;70;80;3;315;8;300;
06/12/2015;2015;12;6;26,8;30,2;26,7;27,6;31;25,4;TTU;0;;1011,8;87;78;88;85;2;0;15;160;
07/12/2015;2015;12;7;27,6;29,2;29,4;28,5;33;26;10,5;0;;1011,9;83;81;89;84;2;0;16;170;
08/12/2015;2015;12;8;28,2;27,8;28,2;28,1;32,4;26;3,6;0;;1011,7;89;83;88;87;3;0;12;350;
09/12/2015;2015;12;9;27,8;33,6;30,8;30;33,8;27,4;-;0;;1011,5;89;61;73;78;4;135;14;30;
10/12/2015;2015;12;10;27,6;32;30,6;29,5;33,8;26,8;1;0;;1010,8;91;68;75;81;3;0;12;200;
11/12/2015;2015;12;11;28,6;32,4;30,6;30,1;33;26,8;-;0;;1010,8;85;69;82;80;3;0;9;180;
12/12/2015;2015;12;12;29;32;29,9;30;32,8;26,6;-;0;;1009,8;85;67;82;80;4;315;15;180;
13/12/2015;2015;12;13;28,4;32;29,4;29,6;33,6;27;-;0;;1009,6;83;68;83;79;2;315;6;150;
14/12/2015;2015;12;14;27,6;28,2;27,4;27,7;29,2;25,4;1,1;0;;1009,4;88;86;86;87;4;315;10;300;
15/12/2015;2015;12;15;26;31,2;29;28,1;31,4;26;-;0;;1008,6;87;69;82;81;4;315;10;360;
16/12/2015;2015;12;16;27;32,6;29,4;29;33,8;26,4;-;0;;1009,9;87;61;79;79;6;315;17;340;
17/12/2015;2015;12;17;27,6;29,4;27,4;28;30,2;26;-;0;;1009;88;75;83;83;11;315;23;300;
18/12/2015;2015;12;18;27,2;31;29,8;28,8;32;25;0,5;0;;1010;78;67;79;76;10;315;20;310;
19/12/2015;2015;12;19;26,2;31,6;29;28,3;32,2;26,2;-;0;;1011,5;87;68;81;81;9;315;18;300;
20/12/2015;2015;12;20;27,4;31,6;29;28,9;33,6;26,4;-;0;;1011,1;82;64;78;76;8;315;20;300;
21/12/2015;2015;12;21;28;33;28;29,3;33;25,8;1,3;0;;1011,3;80;53;86;75;9;315;26;320;
22/12/2015;2015;12;22;28,2;33,6;29;29,7;34;25,6;-;0;;1012,7;84;57;80;76;6;315;21;320;
23/12/2015;2015;12;23;27,4;33,4;30,6;29,7;34;25,6;-;0;;1012,2;86;57;77;76;6;315;21;300;
24/12/2015;2015;12;24;28,7;26,8;28,6;28,2;32,6;26,2;-;0;;1011,3;83;83;85;84;7;315;28;330;
25/12/2015;2015;12;25;27,4;30,8;29;28,7;32,6;26,6;-;0;;1011,2;80;68;87;79;7;315;24;320;
26/12/2015;2015;12;26;27,8;26,6;28,6;27,7;31,6;25,6;48,5;0;;1011,4;88;90;89;89;4;0;16;180;
27/12/2015;2015;12;27;27;27,4;28,6;27,5;32,2;25,4;3,2;0;;1012,5;89;79;88;86;3;0;10;160;
28/12/2015;2015;12;28;27;26,8;28,8;27,4;32,2;25,7;20,5;0;;1013,6;92;84;79;87;2;0;17;290;
29/12/2015;2015;12;29;26,4;27,6;28,2;27,2;30,8;26;0,5;0;;1013,6;92;91;84;90;3;0;10;160;
30/12/2015;2015;12;30;27,6;31;29;28,8;32,8;25,6;1,5;0;;1012;86;66;83;80;4;0;15;330;
31/12/2015;2015;12;31;27,4;29,4;29;28,3;32;25,4;12,8;0;;1012,2;89;78;83;85;2;0;6;130;
01/01/2016;2016;1;1;26,2;30,8;29,8;28,25;32,4;26;TTU;0;;1012,8;92;72;81;84;2;CALM;9;160;
02/01/2016;2016;1;2;28,4;31,2;29,6;29,4;32,4;26;0;0;;1013,6;88;70;81;81;4;CALM;13;150;
03/01/2016;2016;1;3;27,2;32,8;30,1;29,325;33,2;26,8;0;0;;1014,1;86;66;79;79;3;CALM;12;80;
04/01/2016;2016;1;4;27,5;30,8;29,4;28,8;32;25,6;0,8;0;;1015;90;73;84;84;2;CALM;11;120;
05/01/2016;2016;1;5;28;32,5;29,8;29,575;32,8;25;0;0;;1013,3;86;69;79;80;5;T;17;110;
06/01/2016;2016;1;6;26,8;33;30,2;29,2;33,4;25,6;0;0;;1013,5;92;65;79;82;4;CALM;14;100;
07/01/2016;2016;1;7;27,8;34;31;30,15;34;26,2;0;0;;1014,4;88;63;74;78;3;CALM;7;160;
08/01/2016;2016;1;8;28,2;32,2;29,8;29,6;34;26;0;0;;1013;86;63;82;79;3;CALM;12;110;
09/01/2016;2016;1;9;27,8;30,4;29,8;28,95;33,4;26,2;TTU;0;;1012,3;88;79;79;83;3;CALM;9;150;
10/01/2016;2016;1;10;27,4;30,2;28,8;28,45;31;25,7;13;0;;1013,1;87;76;86;84;2;CALM;17;120;
11/01/2016;2016;1;11;27,4;29,6;29,4;28,45;31,6;25,2;4,4;0;;1012,8;92;80;81;86;3;T;19;90;
12/01/2016;2016;1;12;29,4;32,2;30,6;30,4;32,2;26;0;0;;1012,1;75;67;80;74;4;CALM;14;150;
13/01/2016;2016;1;13;28,2;32,8;30,4;29,9;33,2;27,4;0;0;;1012,3;88;66;76;79;5;T;12;100;
14/01/2016;2016;1;14;29,3;33;30,4;30,5;33,4;27,6;0;0;;1011,7;78;65;76;74;6;T;12;120;
15/01/2016;2016;1;15;29,2;32,6;30,6;30,4;33,2;26,4;0;0;;1010,8;79;65;76;75;5;TGR;15;120;
16/01/2016;2016;1;16;27,8;33;30,4;29,75;33,6;27;0;0;;1010,3;88;64;76;79;5;CALM;14;160;
17/01/2016;2016;1;17;28,6;32,4;30,2;29,95;33,4;26,2;0;0;;1010,3;86;66;77;79;4;CALM;13;180;
18/01/2016;2016;1;18;28,5;32,6;30,2;29,95;33,2;26,2;0;0;;1009,7;82;62;75;75;2;CALM;9;180;
19/01/2016;2016;1;19;28,2;32,6;30,1;29,775;33,4;25,4;19,6;0;;1010,5;85;67;80;79;5;S;16;320;
20/01/2016;2016;1;20;27;26,8;28,6;27,35;32;25,6;14;0;;1011,9;92;89;88;90;4;BL;17;290;
21/01/2016;2016;1;21;27,6;28;28;27,8;30;24,6;1,5;0;;1011,7;89;86;89;88;3;CALM;15;310;
22/01/2016;2016;1;22;27,2;26;24,2;26,15;30,6;24,2;24,3;0;;1011,3;89;98;95;93;3;CALM;17;90;
23/01/2016;2016;1;23;25,4;25,2;27;25,75;29,8;24,6;5,9;0;;1011,9;98;97;90;96;3;BL;12;330;
24/01/2016;2016;1;24;25,6;26;26,4;25,9;29,4;25;1,3;0;;1013,6;90;84;84;87;6;BL;25;310;
25/01/2016;2016;1;25;26,2;24,6;25;25,5;29,2;24,4;42,5;0;;1013;93;97;92;93;5;BL;29;320;
26/01/2016;2016;1;26;25;28,6;26,9;26,375;29,4;25;6,3;0;;1012,5;95;86;87;91;2;CALM;11;120;
27/01/2016;2016;1;27;26,2;30,6;24;26,75;30,7;23,8;17,2;0;;1010,9;93;73;96;89;6;CALM;28;270;
28/01/2016;2016;1;28;25,6;31,4;29,4;28;32,8;25,6;0;0;;1011;95;71;82;86;3;CALM;9;170;
29/01/2016;2016;1;29;27,4;32,8;30;29,4;33,6;27,4;0;0;;1011,3;92;61;81;82;4;CALM;15;290;
30/01/2016;2016;1;30;28;31,2;28,8;29;33;26;8,6;0;;1010;86;70;82;81;9;BL;22;350;
31/01/2016;2016;1;31;26,2;29;28;27,35;29,6;25,4;1,6;0;;1009,6;95;79;85;89;6;BL;20;330;
01/02/2016;2016;2;1;26,8;31,4;29,6;28,65;32,6;26,6;0;0;;1009,6;88;65;81;80;9;225;23;290;
02/02/2016;2016;2;2;27,5;29,4;28,4;28,2;31,8;25,8;0,8;0;;1009,7;85;77;85;83;9;225;25;330;
03/02/2016;2016;2;3;27;30,6;29,6;28,55;32,2;26,4;0,5;0;;1009,8;87;72;78;81;3;100;9;100;
04/02/2016;2016;2;4;27;31,4;29,2;28,65;31,6;25,4;13,4;0;;1010,1;94;66;79;83;4;330;15;330;
05/02/2016;2016;2;5;25,6;27,8;27,6;26,65;29;25,4;4,5;0;;1010,0;95;88;89;92;3;315;9;330;
06/02/2016;2016;2;6;26,2;29,6;29,2;27,8;32;25,8;1;0;;1009,0;92;77;88;87;2;90;12;90;
07/02/2016;2016;2;7;26,8;28;26,4;27;30,2;25,8;6,6;0;;1009,4;90;83;93;89;2;315;12;310;
08/02/2016;2016;2;8;26,6;31,6;26;27,7;31,8;24,8;11,6;0;;1010,0;93;68;97;87;3;315;15;290;
09/02/2016;2016;2;9;26,2;27,6;27,2;26,8;29;25,8;12,3;0;;1010,0;97;92;95;95;2;90;12;100;
10/02/2016;2016;2;10;26,6;28;26,8;27;29,2;25,4;46,7;0;;1009,5;87;89;95;90;2;90;9;60;
11/02/2016;2016;2;11;25,8;27,8;26,8;26,55;28,4;25,2;5;0;;1010,0;95;86;92;92;6;315;17;320;
12/02/2016;2016;2;12;25,8;27,4;27;26,5;30;25,4;5,4;0;;1011,5;92;86;93;91;5;315;12;330;
13/02/2016;2016;2;13;25,6;31,6;27,2;27,5;32,4;25,4;1,8;0;;1011,8;92;68;94;86;2;180;11;180;
14/02/2016;2016;2;14;26,6;31,2;29,2;28,4;32;25,6;2;0;;1011,8;95;74;86;88;3;135;14;150;
15/02/2016;2016;2;15;26,6;27,2;27;26,85;31,8;24,8;1;0;;1011,7;94;91;92;93;3;180;7;160;
16/02/2016;2016;2;16;26;30,2;27,9;27,525;31,4;25,2;0;0;;1013,2;95;76;86;88;3;180;14;190;
17/02/2016;2016;2;17;27,2;31,6;28,8;28,7;32,6;25,2;0,7;0;;1013,6;87;76;85;84;4;270;22;280;
18/02/2016;2016;2;18;26,6;33,2;30,6;29,25;33,8;25,6;0;0;;1012,5;90;66;78;81;3;135;10;120;
19/02/2016;2016;2;19;26,8;25,2;28,6;26,85;32,4;25,2;18,5;0;;1011,6;87;92;91;89;3;360;17;340;
20/02/2016;2016;2;20;27;28,4;29,6;28;32,4;26,4;1;0;;1012,3;94;85;85;89;3;270;19;270;
21/02/2016;2016;2;21;27,2;29;28,8;28,05;31,6;25,6;0,6;0;;1012,6;94;82;83;88;3;315;7;310;
22/02/2016;2016;2;22;26,4;27,4;26,8;26,75;31,6;25,6;13,5;0;;1013,4;92;87;92;91;4;315;13;310;
23/02/2016;2016;2;23;26,6;26,8;27,6;26,9;32,4;25,8;0,2;0;;1012,2;94;92;89;92;3;315;15;340;
24/02/2016;2016;2;24;26,6;27,2;27,4;26,95;32,6;25,4;11;0;;1011,0;91;92;90;91;4;315;13;310;
25/02/2016;2016;2;25;26;33;28;28,25;33,8;25;3,6;0;;1011,7;92;66;87;84;4;315;10;310;
26/02/2016;2016;2;26;26,6;31,8;27,6;28,15;32,4;25,2;15,6;0;;1012,4;92;73;92;87;5;315;17;310;
27/02/2016;2016;2;27;26;26,6;28,6;26,8;30,4;25,4;0;0;;1012,2;93;84;85;89;6;315;23;320;
28/02/2016;2016;2;28;26;32;29;28,25;32,6;25,6;0;0;;1012,5;90;65;85;83;7;315;20;300;
29/02/2016;2016;2;29;27;29,4;28,2;27,9;33,4;26,2;5,4;0;;1012,4;86;78;85;84;8;315;23;310;
01/03/2016;2016;3;1;26,8;31,3;27,1;28;31,6;26;3,5;0;;1011,9;87,32619212;69,21252729;90,34089002;83,55145039;6,304347826;315;22;330;
02/03/2016;2016;3;2;26,8;30,8;27;27,85;32,1;25,2;24,6;0;;1013,2;93,56778563;76,02676673;89,73316125;88,22387481;6,5;315;24;310;
03/03/2016;2016;3;3;25,6;31;28,6;27,7;32,2;25,2;0,2;0;;1013,5;95,02591231;78,77639064;89,15515729;89,49584314;3,291666667;315;17;310;
04/03/2016;2016;3;4;27;32;27,6;28,4;32,2;25,2;10,2;0;;1011,6;93,59877984;66,56109482;93,63011669;86,8471928;2,541666667;360;8;130;
05/03/2016;2016;3;5;27;27,2;27,8;27,25;33;25,6;25;0;;1011,1;93,59967119;88,97247036;92,0986353;92,06761201;1,25;270;6;270;
06/03/2016;2016;3;6;26,6;30,2;28,8;28,05;31,2;25,6;0;0;;1011,7;95,13882274;79,8042122;86,10387008;89,04643194;1,625;45;8;30;
